id,subid,topic,relational_semantic_type,presence,candidate_term_left,candidate_term_right,Pivot,occurrence,full_context,annotation,tags,global_freq
H01,H01_111,economy,hyp_attributif,left,"['historia', 'historia económica']",[None],la_ART_el historia_NC_historia económica_ADJ_económico es_VSfin_ser una_ART_un parte_NC_parte, la historia económica es una parte,": hemos de registrar resueltamente el hecho de que, como la historia económica es una partede la economía, las técnicas del historiador son como pasajeros en",« NON »,ART NC ADJ VSfin ART NC,14
H01,H01_112,economy,hyp_attributif,both,"['métodos', 'estadísticos', 'métodos estadísticos']",['condición'],métodos_NC_método estadísticos_ADJ_estadístico es_VSfin_ser una_ART_un condición_NC_condición, métodos estadísticos es una condición,"métodos. Así pues, el dominio suficiente de los modernos métodos estadísticos es una condiciónnecesaria (aunque no suficiente) para evitar que el economista moderno",« NON »,NC ADJ VSfin ART NC,13
H01,H01_113,economy,hyp_attributif,left,"['métodos', 'estadísticos', 'métodos estadísticos']",[None],los_ART_el métodos_NC_método estadísticos_ADJ_estadístico son_VSfin_ser parte_NC_parte, los métodos estadísticos son parte,"programa. Pero reconoceremos, en principio al menos, que los métodos estadísticos son partede los instrumentos del análisis económico, aunque no hayan sido construidos",« NON »,ART NC ADJ VSfin NC,4
H01,H01_114,economy,hyp_attributif,left,['hipótesis'],[None],hipótesis_NC_hipótesis son_VSfin_ser elementos_NC_elemento, hipótesis son elementos,esas significaciones entiende por teorías hipótesis explicativas Desde luego que esas hipótesis son elementosesenciales de la historiografía y de la estadística también. Por ejemplo,« NON »,NC VSfin NC,9
H01,H01_115,economy,hyp_attributif,both,"['teoría', 'teoría económica']",['caja'],la_ART_el teoría_NC_teoría económica_ADJ_económico es_VSfin_ser una_ART_un caja_NC_caja, la teoría económica es una caja,". Según la frase insuperablemente acertada de la señora Robinson, la teoría económica es una cajade herramientas. La justificación de este concepto de la teoría económica",« OUI »,ART NC ADJ VSfin ART NC,14
H01,H01_116,economy,hyp_attributif,none,[None],[None],verlas_NC_verlas fue_VSfin_ser Léon_NP_Léon, verlas fue Léon,"de todas sus posibilidades; en realidad, el primero en verlas fue LéonWalras (cfr. infra, Parte IV, cap. 6",« NON »,NC VSfin NP,4
H01,H01_117,economy,hyp_attributif,none,[None],[None],La_NP_La formulación_NC_formulación del_PDEL_del texto_NC_texto es_VSfin_ser una_ART_un exposición_NC_exposición, La formulación del texto es una exposición,si se reúnen y formulan explícitamente). [12] La formulación del texto es una exposiciónbreve de la doctrina de E. Mach según la cual toda,« NON »,NP NC PDEL NC VSfin ART NC,1
H01,H01_118,economy,hyp_attributif,left,['ciencia'],[None],la_ART_el ciencia_NC_ciencia es_VSfin_ser un_ART_un tema_NC_tema, la ciencia es un tema,las razones por las cuales y la medida en la cual la ciencia es un temaapropiado para la investigación sociológica. Desde luego que nuestro interés por,« OUI »,ART NC VSfin ART NC,16
H01,H01_119,economy,hyp_attributif,right,[None],['producto'],observador_NC_observador analista_NC_analista es_VSfin_ser producto_NC_producto, observador analista es producto,situación se agrava aún por el hecho de que el mismo observador analista es productode un determinado ambiente social -y de su situación personal en ese,« NON »,NC NC VSfin NC,1
H01,H01_120,economy,hyp_attributif,none,[None],[None],El_ART_el país_NC_país enemigo_ADJ_enemigo es_VSfin_ser el_ART_el antro_NC_antro, El país enemigo es el antro,", excepto por lo que hace a la fragilidad humana. El país enemigo es el antrode los monstruos, mientras que el nuestro es hogar de héroes",« NON »,ART NC ADJ VSfin ART NC,14
H01,H01_121,economy,hyp_attributif,left,['capitalista'],[None],la_ART_el sociedad_NC_sociedad capitalista_ADJ_capitalista son_VSfin_ser glorificaciones_NC_glorificación, la sociedad capitalista son glorificaciones,". Según Marx -y por decirlo simplificadamente-, las ideologías de la sociedad capitalista son glorificacionesde lo que él llamó clase capitalista, cuyos intereses se basarían",« OUI »,ART NC ADJ VSfin NC,4
H01,H01_122,economy,hyp_attributif,left,['ideologías'],[None],las_ART_el ideologías_NC_ideología son_VSfin_ser sobrestructuras_NC_sobrestructuras, las ideologías son sobrestructuras,El principio mismo no implica más que dos cosas: que las ideologías son sobrestructuraslevantadas sobre y producidas por las realidades de la estructura social objetiva,« OUI »,ART NC VSfin NC,9
H01,H01_123,economy,hyp_attributif,right,[None],['factor'],la_ART_el posición_NC_posición social_ADJ_social es_VSfin_ser un_ART_un factor_NC_factor, la posición social es un factor,al concepto de influencia ideológica. No hay duda de que la posición social es un factorpoderoso en la configuración de nuestra mentalidad. Pero eso no equivale,« NON »,ART NC ADJ VSfin ART NC,14
H01,H01_124,economy,hyp_attributif,none,[None],[None],el_ART_el mundo_NC_mundo es_VSfin_ser víctima_NC_víctima, el mundo es víctima,"se puede decir de un modo ligeramente más realista: todo el mundo es víctimadel autoengaño ideológico, excepto el moderno intelectual radical, el cual",« NON »,ART NC VSfin NC,9
H01,H01_125,economy,hyp_attributif,right,[None],['hecho'],cuestiones_NC_cuestión es_VSfin_ser el_ART_el hecho_NC_hecho, cuestiones es el hecho,humanas. Ahora bien: si algo evidente hay en estas cuestiones es el hechode que ese intelectual no es más que un haz de prejuicios,« NON »,NC VSfin ART NC,27
H01,H01_126,economy,hyp_attributif,none,[None],[None],lengua_NC_lengua materna_ADJ_materno era_VSfin_ser el_ART_el alemán-_NC_alemán-, lengua materna era el,"sociología del saber "". Pero parece claro que Schumpeter -cuya lengua materna era eltraduce con alguna intención filosófica cuando escribe The Sociology of Science.",« NON »,NC ADJ VSfin ART NC,13
H01,H01_127,economy,hyp_attributif,left,['alemana'],[None],La_ART_el palabra_NC_palabra alemana_ADJ_alemán es_VSfin_ser Wissenssoziologie_NP_Wissenssoziologie, La palabra alemana es Wissenssoziologie,"término'sociología del conocimiento'del modo siguiente: "" La palabra alemana es Wissenssoziologie, y los autores más dignos de cita, Max Scheler y",« OUI »,ART NC ADJ VSfin NP,1
H01,H01_128,economy,hyp_attributif,both,['ideología'],['factor'],ideología_NC_ideología de_PREP_de las_ART_el burocracias_NC_burocracia es_VSfin_ser un_ART_un factor_NC_factor, ideología de las burocracias es un factor,"la influencia de las ideologías en el análisis, pues esta ideología de las burocracias es un factorimportante de la acientífica costumbre de los economistas de utilizar una teoría",« NON »,NC PREP ART NC VSfin ART NC,3
H01,H01_129,economy,hyp_attributif,left,['pirámide social'],[None],pirámide_NC_pirámide social_ADJ_social eran_VSfin_ser los_ART_el campesinos_NC_campesino, pirámide social eran los campesinos,"civilización de la época feudal. La base económica de esta pirámide social eran los campesinossiervos y los artesanos del señor, de cuyo trabajo vivía éste",« NON »,NC ADJ VSfin ART NC,13
H01,H01_130,economy,hyp_attributif,left,['feudalismo'],[None],el_ART_el feudalismo_NC_feudalismo es_VSfin_ser la_ART_el simbiosis_NC_simbiosis, el feudalismo es la simbiosis,"municipios lombardos. Por eso, visto como realidad histórica, el feudalismo es la simbiosisde dos sistemas sociales esencialmente diferentes y en gran parte -aunque no",« NON »,ART NC VSfin ART NC,16
H01,H01_131,economy,hyp_attributif,right,[None],['monjes'],tiempos_NC_tiempo fueron_VSfin_ser monjes_NC_monje, tiempos fueron monjes,"lo tanto, casi todos los "" intelectuales "" de aquellos tiempos fueron monjeso frailes. Consideremos brevemente algunas consecuencias de esa circunstancia. Todos",« NON »,NC VSfin NC,9
H01,H01_132,economy,hyp_attributif,none,[None],[None],país_NC_país era_VSfin_ser la_ART_el Cristiandad_NC_cristiandad, país era la Cristiandad,"autoridad suprema del papa, que era esencialmente internacional: su país era la Cristiandad'y su estado la Iglesia. Pero no es eso todo",« NON »,NC VSfin ART NC,27
H01,H01_133,economy,hyp_attributif,left,['resultado'],[None],El_ART_el resultado_NC_resultado fue_VSfin_ser el_ART_el nacimiento_NC_nacimiento, El resultado fue el nacimiento,Dante como la completa ausencia del punto de vista nacionalista. El resultado fue el nacimientode una civilización esencialmente internacional y de una república internacional de los,« NON »,ART NC VSfin ART NC,16
H01,H01_134,economy,hyp_attributif,none,[None],[None],La_ART_el Iglesia_NP_Iglesia era_VSfin_ser juez_NC_juez, La Iglesia era juez,representar como cosa inmutable un orden temporal de las cosas. La Iglesia era juezde todas las cosas humanas; el conflicto con la autoridad temporal,« NON »,ART NP VSfin NC,1
H01,H01_135,economy,hyp_attributif,left,['temporal'],[None],la_ART_el autoridad_NC_autoridad temporal_ADJ_temporal era_VSfin_ser una_ART_un posibilidad_NC_posibilidad, la autoridad temporal era una posibilidad,"era juez de todas las cosas humanas; el conflicto con la autoridad temporal era una posibilidadsiempre presente, y a menudo realidad; las órdenes monásticas eran",« NON »,ART NC ADJ VSfin ART NC,14
H01,H01_136,economy,hyp_attributif,none,[None],[None],las_ART_el órdenes_NC_orden monásticas_ADJ_monástico eran_VSfin_ser instrumentos_NC_instrumento, las órdenes monásticas eran instrumentos,"era una posibilidad siempre presente, y a menudo realidad; las órdenes monásticas eran instrumentosimportantes de la autoridad pontificia, pero eso no bastaba para impedirlas",« NON »,ART NC ADJ VSfin NC,4
H01,H01_137,economy,hyp_attributif,left,['ciencia'],[None],la_ART_el ciencia_NC_ciencia es_VSfin_ser medición_NC_medición, la ciencia es medición,teórico. Pero era uno de esos teóricos para los cuales la ciencia es medición; uno de esos teóricos que forjan instrumentos analíticos adecuados para manejar,« OUI »,ART NC VSfin NC,9
H01,H01_138,economy,hyp_attributif,left,['generalizaciones'],[None],generalizaciones_NC_generalización son_VSfin_ser la_ART_el combinación_NC_combinación, generalizaciones son la combinación,"desprecian cordialmente todos los demás; uno de esos teóricos cuyas generalizaciones son la combinaciónde cifras y razonamiento, nunca tolerados separadamente. La relación entre",« NON »,NC VSfin ART NC,27
H01,H01_139,economy,hyp_attributif,none,[None],[None],la_ART_el mujer_NC_mujer son_VSfin_ser ejemplos_NC_ejemplo, la mujer son ejemplos,del matrimonio en relación con las edades del marido y de la mujer son ejemplosal azar de un amplio campo de investigación que se iba a,« NON »,ART NC VSfin NC,9
H01,H01_140,economy,hyp_attributif,left,"['velocidad', 'dinero']",[None],velocidad_NC_velocidad del_PDEL_del dinero_NC_dinero es_VSfin_ser -y_NC_-y, velocidad del dinero es,", que la mayoría de sus contemporáneos. Su concepto de velocidad del dinero escon razón- el más famoso, y se volverá a citar en",« NON »,NC PDEL NC VSfin NC,1
H01,H01_141,economy,hyp_attributif,left,['trabajo'],[None],el_ART_el trabajo_NC_trabajo es_VSfin_ser el_ART_el padre_NC_padre, el trabajo es el padre,"mundo conoce la frase, repetida ad nauseam de que "" el trabajo es el padre... de la riqueza, así como las tierras son su madre",« OUI »,ART NC VSfin ART NC,16
H01,H01_142,economy,hyp_attributif,none,[None],[None],Davenant_NP_Davenant fue_VSfin_ser un_ART_un funcionario_NC_funcionario, Davenant fue un funcionario,"fila que merece, pero que no ha conseguido todavía. Davenant fue un funcionariopúblico, pero también un político, elegido tres veces al parlamento",« NON »,NP VSfin ART NC,24
H01,H01_143,economy,hyp_attributif,none,[None],[None],afirmación_NC_afirmación son_VSfin_ser los_ART_el Estados_NC_estado, afirmación son los Estados,"la burguesía no gobernaba políticamente: las excepciones principales a esa afirmación son los EstadosUnidos y, durante los diecisiete años del régimen de Luis-Felipe,",« NON »,NC VSfin ART NC,27
H01,H01_144,economy,hyp_attributif,left,['cátedra'],[None],La_ART_el cátedra_NC_cátedra era_VSfin_ser una_ART_un fundación_NC_fundación, La cátedra era una fundación,cátedra de economía política en el Trinity College de Dublín. La cátedra era una fundacióndel arzobispo Whately. Escribió también acerca de las leyes de pobres,« NON »,ART NC VSfin ART NC,16
H01,H01_145,economy,hyp_attributif,none,[None],[None],Thunen_NP_Thunen era_VSfin_ser un_ART_un Junker_NC_Junker, Thunen era un Junker,"de este período, con la posible excepción de Cournot. Thunen era un Junkerde la Alemania septentrional y siguió la profesión típica del Junkertum prusiano",« NON »,NP VSfin ART NC,24
H01,H01_146,economy,hyp_attributif,none,[None],[None],granjero_NC_granjero práctico_ADJ_práctico era_VSfin_ser un_ART_un pensador_NC_pensador, granjero práctico era un pensador,"poder dedicarse durante el invierno a sus intereses intelectuales. Este granjero práctico era un pensadornato, sin embargo 'completamente incapaz de supervisar las cuadrillas que",« NON »,NC ADJ VSfin ART NC,13
H01,H01_147,economy,hyp_attributif,none,[None],[None],Thunen_NP_Thunen era_VSfin_ser un_ART_un agrónomo_NC_agrónomo, Thunen era un agrónomo,"generalizaciones de épocas más antiguas, pero, ante todo, Thunen era un agrónomoeducado en las ideas de Thaer y un cultivador de la economía",« NON »,NP VSfin ART NC,24
H01,H01_148,economy,hyp_attributif,none,[None],[None],localizaciones_NC_localización son_VSfin_ser zonas_NC_zona, localizaciones son zonas,"la caza; sobre la base de sus supuestos, esas localizaciones son zonasanulares. Como subproducto obtiene Thunen una teoría de la renta superior",« NON »,NC VSfin NC,9
H01,H01_149,economy,hyp_attributif,both,['producción'],['salarios'],gastos_NC_gasto de_PREP_de producción_NC_producción son_VSfin_ser los_ART_el salarios_NC_salario, gastos de producción son los salarios,"un proceso productivo de un año en el cual los únicos gastos de producción son los salarios. Llamemos p al valor en dólares del producto nacional neto,",« NON »,NC PREP NC VSfin ART NC,2
H01,H01_150,economy,hyp_attributif,left,['hecho'],[None],el_ART_el hecho_NC_hecho es_VSfin_ser un_ART_un elemento_NC_elemento, el hecho es un elemento,una seria depresión para la agricultura europea. Desde luego que el hecho es un elementoesencial del aumento del 50 por ciento del salario real de los,« NON »,ART NC VSfin ART NC,16
H01,H01_151,economy,hyp_attributif,none,[None],[None],adaptación_NC_adaptación posible_ADJ_posible era_VSfin_ser la_ART_el bancarrota_NC_bancarrota, adaptación posible era la bancarrota,"para muchos individuos y para muchos grupos el único método de adaptación posible era la bancarrota. Y para los trabajadores, el paro o su omnipresente amenaza",« NON »,NC ADJ VSfin ART NC,13
H01,H01_152,economy,hyp_attributif,right,[None],['factor'],la_ART_el burocracia_NC_burocracia era_VSfin_ser un_ART_un factor_NC_factor, la burocracia era un factor,"con una determinada dificultad económica. En países en los cuales la burocracia era un factorpotente y, como en Alemania, se había adherido al liberalismo",« OUI »,ART NC VSfin ART NC,16
H01,H01_153,economy,hyp_attributif,both,['tipo'],['obra'],tipo_NC_tipo fue_VSfin_ser obra_NC_obra, tipo fue obra,de nuestro conocimiento factual. Mucho trabajo adicional de este mismo tipo fue obrade personas y grupos en relación con ese esfuerzo colectivo de la,« NON »,NC VSfin NC,9
H01,H01_154,economy,hyp_attributif,right,[None],['monopolista'],empresa_NC_empresa será_VSfin_ser un_ART_un monopolista_NC_monopolista, empresa será un monopolista,"el monopolio "" se trague el análisis competitivo "": cada empresa será un monopolista, esto es, vendedor único de su propio producto, y",« NON »,NC VSfin ART NC,27
H01,H01_155,economy,hyp_attributif,both,['dinámica'],['punto'],la_ART_el dinámica_NC_dinámica es_VSfin_ser un_ART_un punto_NC_punto, la dinámica es un punto,"o "" progreso "". [1] Así definida, la dinámica es un puntode partida auténticamente nuevo. En varios recodos de nuestro camino,",« OUI »,ART NC VSfin ART NC,16
H01,H01_156,economy,hyp_attributif,right,[None],['característica'],preocupación_NC_preocupación es_VSfin_ser una_ART_un característica_NC_característica, preocupación es una característica,"problemas del ciclo económico. Como ya hemos visto, esa preocupación es una característicadestacada de nuestro tiempo. El anterior análisis de los factores que",« NON »,NC VSfin ART NC,27
H01,H01_157,economy,hyp_attributif,left,['uso'],[None],uso_NC_uso del_PDEL_del léxico_NC_léxico son_VSfin_ser Frisch_NP_Frisch, uso del léxico son Frisch,con la teoría del crecimiento. Las principales autoridades de nuestro uso del léxico son Frischy Hicks. Ejemplos destacados de otro uso son HARROD (véase,« NON »,NC PDEL NC VSfin NP,1
H01,H01_158,economy,hyp_attributif,left,['uso'],[None],uso_NC_uso son_VSfin_ser HARROD_NP_Harrod, uso son HARROD,"del léxico son Frisch y Hicks. Ejemplos destacados de otro uso son HARROD(véase particularmente Towards a Dynamic Economics, 1948) y Stigler",« NON »,NC VSfin NP,4
H01,H01_159,economy,hyp_attributif,left,['coeficientes'],[None],los_ART_el coeficientes_NC_coeficiente sean_VSfin_ser constantes_NC_constante, los coeficientes sean constantes,"del número de variables, sino también el postulado de que los coeficientes sean constantes: si no lo fueran, la ecuación no sería tan fácil",« NON »,ART NC VSfin NC,9
H01,H01_160,economy,hyp_attributif,both,"['ritmo', 'crecimiento', 'ritmo de crecimiento']",['debilidad'],el_ART_el ritmo_NC_ritmo de_PREP_de crecimiento_NC_crecimiento es_VSfin_ser la_ART_el debilidad_NC_debilidad, el ritmo de crecimiento es la debilidad,"progresivamente creciente. Una de las causas de la moderación en el ritmo de crecimiento es la debilidadque muestra el consumo, pese a su perfil creciente. El",« NON »,ART NC PREP NC VSfin ART NC,10
H01,H01_161,economy,hyp_attributif,both,"['debilidad', 'consumo', 'debilidad del consumo']",['característica'],La_ART_el debilidad_NC_debilidad del_PDEL_del consumo_NC_consumo es_VSfin_ser una_ART_un característica_NC_característica, La debilidad del consumo es una característica,"del 1, 1 % y 0, 8 %. La debilidad del consumo es una característicacomún a los tres países, así como los ajustes fiscales necesarios",« OUI »,ART NC PDEL NC VSfin ART NC,1
H01,H01_162,economy,hyp_attributif,none,[None],[None],España_NP_España fueron_VSfin_ser el_ART_el avión_NC_avión, España fueron el avión,"otra parte, las dos vías utilizadas preferentemente para entrar en España fueron el avión(63 % de los casos) y la carretera (32",« NON »,NP VSfin ART NC,24
H01,H01_163,economy,hyp_attributif,left,"['bienes', 'industriales', 'bienes industriales']",[None],los_ART_el bienes_NC_bien industriales_ADJ_industrial fue_VSfin_ser el_ART_el elemento_NC_elemento, los bienes industriales fue el elemento,buen comportamiento de los precios de los alimentos elaborados y de los bienes industriales fue el elementodeterminante de esta reducción trascendental de la tasa de inflación. Gracias,« NON »,ART NC ADJ VSfin ART NC,14
H01,H01_164,economy,hyp_attributif,right,[None],['factores'],Nueva_NC_nueva York_NP_York fueron_VSfin_ser los_ART_el factores_NC_factor, Nueva York fueron los factores,de interés y la trayectoria al alza de la Bolsa de Nueva York fueron los factoresexplicativos más directos de la carrera alcista de la bolsa española.,« OUI »,NC NP VSfin ART NC,2
H01,H01_165,economy,hyp_attributif,none,[None],[None],la_ART_el Ley_NC_ley es_VSfin_ser el_ART_el fortalecimiento_NC_fortalecimiento, la Ley es el fortalecimiento,"ambientales o culturales. Otro de los grandes cambios que introducirá la Ley es el fortalecimientodel derecho de propiedad, con relación al régimen urbanístico. En",« NON »,ART NC VSfin ART NC,16
H01,H01_166,economy,hyp_attributif,both,"['bruta', 'deuda bruta']",['variable'],La_ART_el deuda_NC_deuda bruta_ADJ_bruto es_VSfin_ser la_ART_el variable_NC_variable, La deuda bruta es la variable,"la posición activa del Estado en el Banco de España. La deuda bruta es la variableseñalada en la condición de convergencia de Maastricht, que difiere pues",« OUI »,ART NC ADJ VSfin ART NC,14
