id,subid,topic,relational_semantic_type,presence,candidate_term_left,candidate_term_right,Pivot,occurrence,full_context
H01,H01_64,economy,hyp_attributif,both,"['tasa', 'interés', 'tasa de interés']",['factor'],la_ART_el tasa_NC_tasa de_PREP_de interés_NC_interés era_VSfin_ser el_ART_el factor_NC_factor, la tasa de interés era el factor,"de interés, que se basó en la idea de que la tasa de interés era el factorque ponía en equilibrio la oferta y la demanda ..."
H01,H01_65,economy,hyp_attributif,both,"['propensión', 'consumir']",['función'],la_ART_el propensión_NC_propensión a_PREP_a consumir_VLinf_consumir es_VSfin_ser una_ART_un función_NC_función, la propensión a consumir es una función,"la función de demanda global. Admitido, pues, que la propensión a consumir es una funciónbastante estable, de tal manera que, por lo gen..."
H01,H01_66,economy,hyp_attributif,both,['ocupación'],['función'],la_ART_el ocupación_NC_ocupación es_VSfin_ser función_NC_función, la ocupación es función,"la importancia del hecho ya mencionado antes de... la ocupación es funcióndel consumo y la inversión previstos, el consum..."
H01,H01_67,economy,hyp_attributif,left,"['aumento', 'riqueza', 'aumento de riqueza']",[None],el_ART_el aumento_NC_aumento de_PREP_de riqueza_NC_riqueza ha_VHfin_haber sido_VSadj_ser motivo_NC_motivo, el aumento de riqueza ha sido motivo,"de paso, que el efecto de la política fiscal sobre el aumento de riqueza ha sido motivode importante confusión, que, sin embargo no po..."
H01,H01_68,economy,hyp_attributif,both,"['valor', 'inversiones']",['consecuencia'],el_ART_el valor_NC_valor de_PREP_de las_ART_el inversiones_NC_inversión fueran_VSfin_ser consecuencia_NC_consecuencia, el valor de las inversiones fueran consecuencia,y procederemos en las secciones siguientes como... el valor de las inversiones fueran consecuenciasolamente de cambios de la expectativa de sus r...
H01,H01_69,economy,hyp_attributif,right,[None],['propiedad'],las_ART_el empresas_NC_empresa eran_VSfin_ser propiedad_NC_propiedad, las empresas eran propiedad,"gobierna el mercado. En otros tiempos, cuando c... las empresas eran propiedadde los empresarios o de sus amigos y asociados,..."
H01,H01_70,economy,hyp_attributif,none,[None],[None],un_ART_un juego_NC_juego que_CQUE_que era_VSfin_ser una_ART_un mezcla_NC_mezcla, un juego que era una mezcla,"esperanzas que indujeron a invertir. Los hombre... un juego que era una mezclade habilidad y suerte, cuyo resultado medio par..."
H01,H01_71,economy,hyp_attributif,left,['doctrina'],[None],la_ART_el doctrina_NC_doctrina según_PREP_según la_ART_el cual_REL_cual es_VSfin_ser una_ART_un virtud_NC_virtud, la doctrina según la cual es una virtud,", es más antisocial que el fetiche de la liquidez, la doctrina según la cual es una virtudpositiva de las instituciones de inversión conc..."
H01,H01_72,economy,hyp_attributif,left,"['promedio', 'opinión promedio']",[None],la_ART_el opinión_NC_opinión promedio_NC_promedio espera_VLfin_esperar que_CQUE_que sea_VSfin_ser la_ART_el opinión_NC_opinión, la opinión promedio espera que sea la opinión,"grado en el que dedicamos nuestra inteligencia ... la opinión promedio espera que sea la opiniónpromedio. Y existen algunos, según creo, que pr..."
H01,H01_73,economy,hyp_attributif,left,"['media', 'opinión media']",[None],la_ART_el opinión_NC_opinión media_ADJ_medio cree_VLfin_crear|creer que_CQUE_que será_VSfin_ser la_ART_el opinión_NC_opinión, la opinión media cree que será la opinión,los norteamericanos son capaces de interesarse ... la opinión media cree que será la opiniónmedia; y esta debilidad nacional encuentra su N...
H01,H01_74,economy,hyp_attributif,right,[None],['ventaja'],LOS_ART_el SALARIOS_NC_salario NOMINALES_ADJ_nominal Habría_VHfin_haber sido_VSadj_ser una_ART_un ventaja_NC_ventaja, LOS SALARIOS NOMINALES Habría sido una ventaja,los mercados de artículos distintos a los valor... LOS SALARIOS NOMINALES Habría sido una ventajahaber podido examinar los efectos de un cambio ...
H01,H01_75,economy,hyp_attributif,both,"['baja', 'salarios', 'nominales', 'salarios nominales']",['reducción'],la_ART_el baja_NC_baja de_PREP_de los_ART_el salarios_NC_salario nominales_ADJ_nominal es_VSfin_ser una_ART_un reducción_NC_reducción, la baja de los salarios nominales es una reducción,"2 Si nos referimos a un sistema no cerrado, y la baja de los salarios nominales es una reduc...relativamente a los salarios nominales en el ex..."
H01,H01_76,economy,hyp_attributif,both,"['baja', 'salarios', 'nominales', 'salarios nominales']",['reducción'],la_ART_el baja_NC_baja de_PREP_de los_ART_el salarios_NC_salario nominales_ADJ_nominal sea_VSfin_ser una_ART_un reducción_NC_reducción, la baja de los salarios nominales sea una reducción,de la propensión a consumir. 4 Si se espera que la baja de los salarios nominales sea una redu...relativamente a los salarios nominales en el fu...
H01,H01_77,economy,hyp_attributif,none,[None],[None],un_ART_un decreto_NC_decreto administrativo_ADJ_administrativo y_CC_y es_VSfin_ser una_ART_un política_NC_política, un decreto administrativo y es una política,fortalecer la demanda efectiva; pero esto sólo ... un decreto administrativo y es una políticapoco práctica en un sistema de libre contrataci...
H01,H01_78,economy,hyp_attributif,both,"['cantidad', 'dinero', 'excedente', 'cantidad de dinero']",['proporción'],la_ART_el cantidad_NC_cantidad de_PREP_de dinero_NC_dinero excedente_ADJ_excedente es_VSfin_ser una_ART_un proporción_NC_proporción, la cantidad de dinero excedente es una proporción,"sobre los precios. Entrarán en juego las tenden... la cantidad de dinero excedente es una proporciónanormalmente baja del ingreso nacional. Así, el..."
H01,H01_79,economy,hyp_attributif,both,"['mercado', 'valores', 'alza', 'mercado de valores']",['condición'],un_ART_un mercado_NC_mercado de_PREP_de valores_NC_valor al_PAL_al alza_NP_alza puede_VMfin_poder ser_VSinf_ser condición_NC_condición, un mercado de valores al alza puede ser condición,"accionista "" como el de Estados Unidos en la ac... un mercado de valores al alza puede ser condicióncasi esencial de una propensión a consumir sati..."
H01,H01_80,economy,hyp_attributif,both,['sobreinversión'],['característica'],la_ART_el sobreinversión_NC_sobreinversión es_VSfin_ser la_ART_el característica_NC_característica, la sobreinversión es la característica,"de acuerdo con el punto de vista de quienes sos... la sobreinversión es la característicadel auge, que el único remedio posible para la ..."
H01,H01_81,economy,hyp_attributif,both,"['sobreinversión', 'sentido']",['característica'],la_ART_el sobreinversión_NC_sobreinversión en_PREP_en este_DM_este sentido_NC_sentido fuera_VSfin_ser una_ART_un característica_NC_característica, la sobreinversión en este sentido fuera una característica,"puro desperdicio de recursos. [4] Además, aunque la sobreinversión en este sentido fuera una ca...normal del auge, el remedio no estaría en impon..."
H01,H01_82,economy,hyp_attributif,left,['auge'],[None],El_ART_el auge_NC_auge es_VSfin_ser una_ART_un situación_NC_situación, El auge es una situación,"dura, impide que esta tasa sea un obstáculo real. El auge es una situacióntal que el exceso de optimismo triunfa sobre un..."
H01,H01_83,economy,hyp_attributif,both,"['alza', 'precios']",['subproducto'],el_ART_el alza_NC_alza de_PREP_de los_ART_el precios_NC_precio sólo_ADV_sólo es_VSfin_ser un_ART_un subproducto_NC_subproducto, el alza de los precios sólo es un subproducto,"mayor producción lo que provoca el incremento d... el alza de los precios sólo es un subproductodel aumento de productos, que igual ocurrirá, s..."
H01,H01_84,economy,hyp_attributif,right,[None],['viejo'],la_ART_el paz_NC_paz que_CQUE_que lo_PPC_él ha_VHfin_haber sido_VSadj_ser el_ART_el viejo_NC_viejo, la paz que lo ha sido el viejo,he dicho que el nuevo sistema podría ser más fa... la paz que lo ha sido el viejo. Vale la pena repetir y subrayar ese aspecto. ...
H01,H01_85,economy,hyp_attributif,both,['historia'],['fuente'],la_ART_el historia_NC_historia es_VSfin_ser una_ART_un fuente_NC_fuente, la historia es una fuente,lamentables consecuencias de la anterior argume... la historia es una fuenteimportante -aunque no la única- del material de...
H01,H01_86,economy,hyp_attributif,both,"['economista', 'mismo']",['producto'],el_ART_el economista_NC_economista mismo_ADJ_mismo es_VSfin_ser un_ART_un producto_NC_producto, el economista mismo es un producto,"del material del economista, y puesto que, además, el economista mismo es un productode su propia época y de todo el tiempo anterior..."
H01,H01_87,economy,hyp_attributif,left,"['historia', 'historia económica']",[None],la_ART_el historia_NC_historia económica_ADJ_económico es_VSfin_ser una_ART_un parte_NC_parte, la historia económica es una parte,": hemos de registrar resueltamente el hecho de ... la historia económica es una partede la economía, las técnicas del historiador so..."
H01,H01_88,economy,hyp_attributif,left,"['métodos', 'estadísticos', 'métodos estadísticos']",[None],los_ART_el métodos_NC_método estadísticos_ADJ_estadístico son_VSfin_ser parte_NC_parte, los métodos estadísticos son parte,"programa. Pero reconoceremos, en principio al m... los métodos estadísticos son partede los instrumentos del análisis económico, aun..."
H01,H01_89,economy,hyp_attributif,left,"['punto', 'estrictamente']",[None],un_ART_un punto_NC_punto de_PREP_de vista_NC_vista estrictamente_ADV_estricto lógico_ADJ_lógico son_VSfin_ser creaciones_NC_creación, un punto de vista estrictamente lógico son creaciones,"teniendo en cuenta las observaciones hechas, si... un punto de vista estrictamente lógico son cre...libres del análisis. [10] Difieren de las hipót..."
H01,H01_90,economy,hyp_attributif,both,"['teoría', 'teoría económica']",['caja'],la_ART_el teoría_NC_teoría económica_ADJ_económico es_VSfin_ser una_ART_un caja_NC_caja, la teoría económica es una caja,. Según la frase insuperablemente acertada de l... la teoría económica es una cajade herramientas. La justificación de este conce...
H01,H01_91,economy,hyp_attributif,none,[None],[None],el_ART_el primero_NC_primero en_PREP_en verlas_NC_verlas fue_VSfin_ser Léon_NP_Léon, el primero en verlas fue Léon,"para darse cuenta de todas sus posibilidades; e... el primero en verlas fue LéonWalras (cfr. infra, Parte IV, cap. 6"
H01,H01_92,economy,hyp_attributif,left,"['clase', 'teoremas', 'económicos', 'clase de teoremas económicos']",[None],una_ART_un clase_NC_clase de_PREP_de teoremas_NC_teorema económicos_ADJ_económico que_CQUE_que son_VSfin_ser normas_NC_norma, una clase de teoremas económicos que son normas,"vez de acuerdo con ella. Eso quiere decir que e... una clase de teoremas económicos que son normaso ideales lógicos (no, desde luego, éticos ni p..."
H01,H01_93,economy,hyp_attributif,left,['ciencia'],[None],la_ART_el medida_NC_medida en_PREP_en la_ART_el cual_REL_cual la_ART_el ciencia_NC_ciencia es_VSfin_ser un_ART_un tema_NC_tema, la medida en la cual la ciencia es un tema,adecuada para comunicar al lector las razones p... la medida en la cual la ciencia es un temaapropiado para la investigación sociológica. De...
H01,H01_94,economy,hyp_attributif,none,[None],[None],La_ART_el muchacha_NC_muchacho amada_VLadj_amar es_VSfin_ser un_ART_un ángel_NC_ángel, La muchacha amada es un ángel,"un partido que no sea el nuestro será un charla... La muchacha amada es un ángel, excepto por lo que hace a la fragilidad human..."
H01,H01_95,economy,hyp_attributif,none,[None],[None],El_ART_el país_NC_país enemigo_ADJ_enemigo es_VSfin_ser el_ART_el antro_NC_antro, El país enemigo es el antro,", excepto por lo que hace a la fragilidad humana. El país enemigo es el antrode los monstruos, mientras que el nuestro es ho..."
H01,H01_96,economy,hyp_attributif,left,"['ideologías', 'capitalista']",[None],las_ART_el ideologías_NC_ideología de_PREP_de la_ART_el sociedad_NC_sociedad capitalista_ADJ_capitalista son_VSfin_ser glorificaciones_NC_glorificación, las ideologías de la sociedad capitalista son glorificaciones,"exclusivamente como económicos. Según Marx -y p... las ideologías de la sociedad capitalista son ...de lo que él llamó clase capitalista, cuyos int..."
H01,H01_97,economy,hyp_attributif,left,['ideologías'],[None],las_ART_el ideologías_NC_ideología son_VSfin_ser sobrestructuras_NC_sobrestructuras, las ideologías son sobrestructuras,El principio mismo no implica más que dos cosas... las ideologías son sobrestructuraslevantadas sobre y producidas por las realidade...
H01,H01_98,economy,hyp_attributif,right,[None],['factor'],la_ART_el posición_NC_posición social_ADJ_social es_VSfin_ser un_ART_un factor_NC_factor, la posición social es un factor,al concepto de influencia ideológica. No hay du... la posición social es un factorpoderoso en la configuración de nuestra mentali...
H01,H01_99,economy,hyp_attributif,none,[None],[None],el_ART_el mundo_NC_mundo es_VSfin_ser víctima_NC_víctima, el mundo es víctima,"se puede decir de un modo ligeramente más reali... el mundo es víctimadel autoengaño ideológico, excepto el moderno i..."
H01,H01_100,economy,hyp_attributif,left,['risco'],[None],el_ART_el risco_NC_risco de_PREP_de la_ART_el verdad_NC_verdad y_CC_y es_VSfin_ser juez_NC_juez, el risco de la verdad y es juez,"excepto el moderno intelectual radical, el cual... el risco de la verdad y es juezrecto de todas las cosas humanas. Ahora bien: s..."
H01,H01_101,economy,hyp_attributif,left,['alemana'],[None],La_ART_el palabra_NC_palabra alemana_ADJ_alemán es_VSfin_ser Wissenssoziologie_NP_Wissenssoziologie, La palabra alemana es Wissenssoziologie,"término'sociología del conocimiento'del modo si... La palabra alemana es Wissenssoziologie, y los autores más dignos de cita, Max Scheler y"
H01,H01_102,economy,hyp_attributif,right,[None],['factor'],las_ART_el burocracias_NC_burocracia es_VSfin_ser un_ART_un factor_NC_factor, las burocracias es un factor,"de las ideologías en el análisis, pues esta ide... las burocracias es un factorimportante de la acientífica costumbre de los e..."
H01,H01_103,economy,hyp_attributif,left,"['historiadores', 'filósofos']",[None],Los_ART_el historiadores_NC_historiador y_CC_y filósofos_NC_filósofo que_CQUE_que fueron_VSfin_ser ornato_NC_ornato, Los historiadores y filósofos que fueron ornato,", desde luego, a la de cualquier otra época. Los historiadores y filósofos que fueron ornatode su corte no tocaron temas económicos -cuando..."
H01,H01_104,economy,hyp_attributif,left,['pirámide social'],[None],La_ART_el base_NC_base económica_ADJ_económico de_PREP_de esta_DM_este pirámide_NC_pirámide social_ADJ_social eran_VSfin_ser los_ART_el campesinos_NC_campesino, La base económica de esta pirámide social eran los campesinos,"propio esquema cultural en la civilización de l... La base económica de esta pirámide social eran...siervos y los artesanos del señor, de cuyo trab..."
H01,H01_105,economy,hyp_attributif,left,['feudalismo'],[None],el_ART_el feudalismo_NC_feudalismo es_VSfin_ser la_ART_el simbiosis_NC_simbiosis, el feudalismo es la simbiosis,"municipios lombardos. Por eso, visto como reali... el feudalismo es la simbiosisde dos sistemas sociales esencialmente diferent..."
H01,H01_106,economy,hyp_attributif,left,['resultado'],[None],El_ART_el resultado_NC_resultado fue_VSfin_ser el_ART_el nacimiento_NC_nacimiento, El resultado fue el nacimiento,Dante como la completa ausencia del punto de vi... El resultado fue el nacimientode una civilización esencialmente internacional...
H01,H01_107,economy,hyp_attributif,none,[None],[None],La_ART_el Iglesia_NP_Iglesia era_VSfin_ser juez_NC_juez, La Iglesia era juez,representar como cosa inmutable un orden tempor... La Iglesia era juezde todas las cosas humanas; el conflicto con la...
H01,H01_108,economy,hyp_attributif,left,['temporal'],[None],el_ART_el conflicto_NC_conflicto con_PREP_con la_ART_el autoridad_NC_autoridad temporal_ADJ_temporal era_VSfin_ser una_ART_un posibilidad_NC_posibilidad, el conflicto con la autoridad temporal era una posibilidad,". La Iglesia era juez de todas las cosas humanas; el conflicto con la autoridad temporal era una...siempre presente, y a menudo realidad; las órde..."
H01,H01_109,economy,hyp_attributif,none,[None],[None],las_ART_el órdenes_NC_orden monásticas_ADJ_monástico eran_VSfin_ser instrumentos_NC_instrumento, las órdenes monásticas eran instrumentos,"era una posibilidad siempre presente, y a menud... las órdenes monásticas eran instrumentosimportantes de la autoridad pontificia, pero es..."
H01,H01_110,economy,hyp_attributif,right,[None],['econometría'],la_ART_el perfección_NC_perfección qué_INT_qué es_VSfin_ser la_ART_el econometría_NC_econometría, la perfección qué es la econometría,Todos ellos han sido económetras. Su obra ilust... la perfección qué es la econometríay qué intentan hacer los económetras. [2] 1 Ari...
H01,H01_111,economy,hyp_attributif,left,['factual'],[None],la_ART_el investigación_NC_investigación factual_ADJ_factual ha_VHfin_haber sido_VSadj_ser la_ART_el tarea_NC_tarea, la investigación factual ha sido la tarea,"economistas de todo tipo, pero particularmente ... la investigación factual ha sido la tareaprimaria que ha absorbido la mayor parte de la ..."
H01,H01_112,economy,hyp_attributif,left,['ciencia'],[None],la_ART_el ciencia_NC_ciencia es_VSfin_ser medición_NC_medición, la ciencia es medición,teórico. Pero era uno de esos teóricos para los... la ciencia es medición; uno de esos teóricos que forjan instrumentos ...
H01,H01_113,economy,hyp_attributif,none,[None],[None],la_ART_el mujer_NC_mujer son_VSfin_ser ejemplos_NC_ejemplo, la mujer son ejemplos,del matrimonio en relación con las edades del m... la mujer son ejemplosal azar de un amplio campo de investigación que...
H01,H01_114,economy,hyp_attributif,left,['trabajo'],[None],el_ART_el trabajo_NC_trabajo es_VSfin_ser el_ART_el padre_NC_padre, el trabajo es el padre,"mundo conoce la frase, repetida ad nauseam de q... el trabajo es el padre... de la riqueza, así como las tierras son su ..."
H01,H01_115,economy,hyp_attributif,left,['principales'],[None],las_ART_el excepciones_NC_excepción principales_ADJ_principal a_PREP_a esa_DM_ese afirmación_NC_afirmación son_VSfin_ser los_ART_el Estados_NC_estado, las excepciones principales a esa afirmación son los Estados,"En las grandes naciones, la burguesía no gobern... las excepciones principales a esa afirmación s...Unidos y, durante los diecisiete años del régim..."
H01,H01_116,economy,hyp_attributif,left,['librecambio'],[None],el_ART_el librecambio_NC_librecambio había_VLfin_haber de_PREP_de ser_VSinf_ser un_ART_un necio_NC_necio, el librecambio había de ser un necio,"todo tiempo y lugar; el que se negara a aceptar el librecambio había de ser un necioo un truhán, o ambas cosas a la vez. Pero"
H01,H01_117,economy,hyp_attributif,left,"['economistas', 'librecambistas']",[None],Los_ART_el economistas_NC_economista librecambistas_ADJ_librecambista -como_VLfin_-como lo_ART_el eran_VSfin_ser la_ART_el mayoría_NC_mayoría, Los economistas librecambistas lo eran la mayoría,como Napoleón III- que eran liberalistas doctri... Los economistas librecambistas lo eran la mayoríade los franceses- conseguían escasa adhesión de...
H01,H01_118,economy,hyp_attributif,left,['cátedra'],[None],La_ART_el cátedra_NC_cátedra era_VSfin_ser una_ART_un fundación_NC_fundación, La cátedra era una fundación,cátedra de economía política en el Trinity Coll... La cátedra era una fundacióndel arzobispo Whately. Escribió también acerca ...
H01,H01_119,economy,hyp_attributif,left,['hecho'],[None],el_ART_el hecho_NC_hecho es_VSfin_ser un_ART_un elemento_NC_elemento, el hecho es un elemento,una seria depresión para la agricultura europea... el hecho es un elementoesencial del aumento del 50 por ciento del sala...
H01,H01_120,economy,hyp_attributif,right,[None],['factor'],la_ART_el burocracia_NC_burocracia era_VSfin_ser un_ART_un factor_NC_factor, la burocracia era un factor,"con una determinada dificultad económica. En pa... la burocracia era un factorpotente y, como en Alemania, se había adherido ..."
H01,H01_121,economy,hyp_attributif,both,"['teoría', 'monopolio', 'teoría del monopolio']",['remedio'],la_ART_el teoría_NC_teoría del_PDEL_del monopolio_NC_monopolio había_VLfin_haber de_PREP_de ser_VSinf_ser el_ART_el remedio_NC_remedio, la teoría del monopolio había de ser el remedio,había lanzado en 1926 la idea de que el recurrir a la teoría del monopolio había de ser el remedioa las dificultades sobre el equilibrio que habl...
H01,H01_122,economy,hyp_attributif,both,['dinámica'],['punto'],la_ART_el dinámica_NC_dinámica es_VSfin_ser un_ART_un punto_NC_punto, la dinámica es un punto,"o "" progreso "". [1] Así definida, la dinámica es un puntode partida auténticamente nuevo. En varios reco..."
H01,H01_123,economy,hyp_attributif,right,[None],['profesor'],Un_ART_un ejemplo_NC_ejemplo destacado_VLadj_destacar es_VSfin_ser el_ART_el profesor_NC_profesor, Un ejemplo destacado es el profesor,"a utilizar cuantas cifras pudieran recoger con ... Un ejemplo destacado es el profesorPigou, cuyas Industrial Fluctuations (l. ª ed.,"
H01,H01_124,economy,hyp_attributif,left,['coeficientes'],[None],los_ART_el coeficientes_NC_coeficiente sean_VSfin_ser constantes_NC_constante, los coeficientes sean constantes,"del número de variables, sino también el postul... los coeficientes sean constantes: si no lo fueran, la ecuación no sería tan fácil"
H01,H01_125,economy,hyp_attributif,both,"['moderación', 'ritmo', 'crecimiento', 'ritmo de crecimiento']",['debilidad'],la_ART_el moderación_NC_moderación en_PREP_en el_ART_el ritmo_NC_ritmo de_PREP_de crecimiento_NC_crecimiento es_VSfin_ser la_ART_el debilidad_NC_debilidad, la moderación en el ritmo de crecimiento es la debilidad,"la tendencia fue progresivamente creciente. Una... la moderación en el ritmo de crecimiento es la...que muestra el consumo, pese a su perfil crecie..."
H01,H01_126,economy,hyp_attributif,left,['más'],[None],los_ART_el sectores_NC_sector más_ADV_más afectados_VLadj_afectar han_VHfin_haber sido_VSadj_ser el_ART_el lechero_NC_lechero, los sectores más afectados han sido el lechero,"carreteras ha sido más intenso en el norte de E... los sectores más afectados han sido el lechero, el ganadero y la industria del automóvil, en ..."
H01,H01_127,economy,hyp_attributif,both,"['debilidad', 'consumo', 'debilidad del consumo']",['característica'],La_ART_el debilidad_NC_debilidad del_PDEL_del consumo_NC_consumo es_VSfin_ser una_ART_un característica_NC_característica, La debilidad del consumo es una característica,"del 1, 1 % y 0, 8 %. La debilidad del consumo es una característicacomún a los tres países, así como los ajustes f..."
H01,H01_128,economy,hyp_attributif,none,[None],[None],La_ART_el nota_NC_nota disonante_ADJ_disonante volvió_VLfin_volver a_PREP_a ser_VSinf_ser la_ART_el Bolsa_NP_Bolsa, La nota disonante volvió a ser la Bolsa,"los índices de los principales mercados batiero... La nota disonante volvió a ser la Bolsade Tokio, cuyo índice Nikkei-225 perdió un 5, 3 %"
H01,H01_129,economy,hyp_attributif,left,"['bienes', 'industriales', 'bienes industriales']",[None],los_ART_el bienes_NC_bien industriales_ADJ_industrial fue_VSfin_ser el_ART_el elemento_NC_elemento, los bienes industriales fue el elemento,buen comportamiento de los precios de los alime... los bienes industriales fue el elementodeterminante de esta reducción trascendental de...
H01,H01_130,economy,hyp_attributif,right,[None],['factores'],la_ART_el Bolsa_NP_Bolsa de_PREP_de Nueva_NC_nueva York_NP_York fueron_VSfin_ser los_ART_el factores_NC_factor, la Bolsa de Nueva York fueron los factores,bajista de tipos de interés y la trayectoria al... la Bolsa de Nueva York fueron los factoresexplicativos más directos de la carrera alcista...
H01,H01_131,economy,hyp_attributif,none,[None],[None],la_ART_el Ley_NC_ley es_VSfin_ser el_ART_el fortalecimiento_NC_fortalecimiento, la Ley es el fortalecimiento,"ambientales o culturales. Otro de los grandes c... la Ley es el fortalecimientodel derecho de propiedad, con relación al régim..."
H01,H01_132,economy,hyp_attributif,both,"['bruta', 'deuda bruta']",['variable'],La_ART_el deuda_NC_deuda bruta_ADJ_bruto es_VSfin_ser la_ART_el variable_NC_variable, La deuda bruta es la variable,la posición activa del Estado en el Banco de Es... La deuda bruta es la variableseñalada en la condición de convergencia de Maa...
